Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date
Clinique,Face Mask,1324.05,4.4,117,Dry,56+,Niacinamide,Titanium Dioxide,Acne,2023-12-02
Kiehl's,Serum,3176.32,5.0,106,Normal,18-25,Lactic Acid,Jojoba Oil,Sensitivity,2024-03-06
L'Oreal,Exfoliant,2077.98,4.2,118,Sensitive,46-55,Tea Tree Oil,Vitamin C,Anti-aging,2025-01-18
The Ordinary,Cleanser,648.52,3.5,89,Sensitive,18-25,Zinc Oxide,Bakuchiol,Fine lines,2024-12-18
CeraVe,Sunscreen,1326.16,4.7,25,Combination,36-45,Benzoyl Peroxide,Alpha Arbutin,Fine lines,2024-08-15
Neutrogena,Eye Cream,1662.1,4.2,5,Combination,46-55,Retinol,Benzoyl Peroxide,Dullness,2025-02-14
Fenty Beauty,Serum,1878.35,5.0,178,Dry,26-35,Jojoba Oil,Hyaluronic Acid,Pores,2024-11-08
Fenty Beauty,Face Mask,651.96,1.9,16,Combination,18-25,Vitamin C,Zinc Oxide,Fine lines,2025-07-13
Youth to the People,Cleanser,1228.92,3.9,45,Combination,36-45,Kojic Acid,Ceramides,Uneven texture,2024-08-25
Fenty Beauty,Cleanser,963.07,3.7,68,Normal,18-25,Vitamin C,Tea Tree Oil,Dullness,2025-09-03
CeraVe,Exfoliant,913.15,3.5,52,Sensitive,56+,Titanium Dioxide,Salicylic Acid,Sensitivity,2024-02-23
Glossier,Toner,969.6,3.9,36,Sensitive,18-25,Salicylic Acid,Ceramides,Dryness,2024-04-02
L'Oreal,Cleanser,713.15,3.1,140,Oily,56+,Tea Tree Oil,Peptides,Hyperpigmentation,2024-04-07
Paula's Choice,Toner,578.93,3.6,14,Sensitive,36-45,Kojic Acid,Tea Tree Oil,Acne,2025-05-19
Fenty Beauty,Moisturizer,2006.55,4.8,28,Normal,56+,Glycolic Acid,Benzoyl Peroxide,Oiliness,2024-10-30
La Roche-Posay,Cleanser,619.74,4.0,33,Acne-prone,56+,Ceramides,Tea Tree Oil,Hyperpigmentation,2024-04-27
Fenty Beauty,Night Cream,2601.52,5.0,23,Oily,18-25,Vitamin C,Retinol,Acne,2025-07-10
L'Oreal,Sunscreen,1476.19,3.6,78,Combination,36-45,Titanium Dioxide,Squalane,Acne,2025-07-16
Rare Beauty,Moisturizer,1074.97,4.8,30,Combination,46-55,Glycolic Acid,Hyaluronic Acid,Anti-aging,2024-06-01
Skinceuticals,Sunscreen,1144.46,2.7,63,Oily,56+,Niacinamide,Bakuchiol,Dark spots,2025-05-18
Clinique,Sunscreen,1359.76,3.4,11,Dry,26-35,Ceramides,Vitamin C,Dullness,2024-05-27
Origins,Cleanser,755.69,4.0,269,Sensitive,18-25,Titanium Dioxide,Squalane,Sensitivity,2024-10-08
Paula's Choice,Facial Oil,1773.32,5.0,78,Acne-prone,46-55,Peptides,Tea Tree Oil,Pores,2023-10-06
Glossier,Facial Oil,2544.14,4.6,308,Dry,46-55,Benzoyl Peroxide,Squalane,Fine lines,2024-10-30
Drunk Elephant,Sunscreen,2327.5,4.5,769,Acne-prone,56+,Lactic Acid,Retinol,Sensitivity,2025-01-26
Kiehl's,Eye Cream,3400.73,5.0,344,Acne-prone,26-35,Alpha Arbutin,Niacinamide,Fine lines,2024-09-09
Rare Beauty,Eye Cream,1809.44,4.7,7,Oily,36-45,Titanium Dioxide,Glycolic Acid,Dullness,2023-12-27
Youth to the People,Night Cream,1932.16,4.3,113,Sensitive,26-35,Lactic Acid,Titanium Dioxide,Redness,2025-05-14
Fresh,Toner,1418.4,3.9,8,Dry,36-45,Azelaic Acid,Hyaluronic Acid,Anti-aging,2023-10-29
The Ordinary,Night Cream,1495.54,3.3,109,Acne-prone,46-55,Hyaluronic Acid,Glycolic Acid,Uneven texture,2023-09-27
Glossier,Night Cream,3543.36,5.0,5,Normal,46-55,Peptides,Azelaic Acid,Anti-aging,2025-02-22
Estee Lauder,Cleanser,922.78,3.9,36,Combination,36-45,Alpha Arbutin,Benzoyl Peroxide,Oiliness,2024-03-25
Skinceuticals,Moisturizer,2645.43,4.1,60,Acne-prone,18-25,Niacinamide,Squalane,Hyperpigmentation,2024-05-10
Drunk Elephant,Toner,969.83,3.6,255,Sensitive,56+,Glycolic Acid,Retinol,Hyperpigmentation,2024-09-25
The Ordinary,Sunscreen,897.22,4.5,183,Oily,46-55,Benzoyl Peroxide,Hyaluronic Acid,Uneven texture,2024-04-28
Kiehl's,Eye Cream,3325.93,5.0,221,Combination,46-55,Vitamin C,Niacinamide,Dark spots,2025-04-18
Paula's Choice,Sunscreen,1364.64,5.0,38,Dry,56+,Lactic Acid,Kojic Acid,Fine lines,2024-01-14
L'Oreal,Eye Cream,2719.81,5.0,12,Normal,18-25,Lactic Acid,Ceramides,Pores,2025-07-18
Rare Beauty,Eye Cream,1923.11,5.0,39,Combination,56+,Titanium Dioxide,Bakuchiol,Dark spots,2024-04-09
Aveeno,Facial Oil,1633.06,4.2,60,Dry,36-45,Hyaluronic Acid,Benzoyl Peroxide,Uneven texture,2025-02-19
Aveeno,Sunscreen,1114.5,3.3,21,Oily,46-55,Alpha Arbutin,Squalane,Redness,2024-01-23
Clinique,Facial Oil,3269.63,5.0,68,Dry,18-25,Vitamin C,Benzoyl Peroxide,Fine lines,2024-09-02
L'Oreal,Exfoliant,1949.39,3.4,165,Combination,26-35,Bakuchiol,Jojoba Oil,Redness,2025-01-02
Rare Beauty,Eye Cream,2270.19,4.7,78,Sensitive,18-25,Kojic Acid,Bakuchiol,Uneven texture,2023-12-24
Tatcha,Sunscreen,1430.87,4.2,103,Dry,26-35,Squalane,Bakuchiol,Acne,2024-02-23
La Roche-Posay,Exfoliant,2151.77,4.8,4,Normal,18-25,Ceramides,Glycolic Acid,Oiliness,2023-11-15
Glossier,Exfoliant,1398.75,3.6,60,Normal,18-25,Niacinamide,Benzoyl Peroxide,Pores,2024-11-03
Estee Lauder,Face Mask,1547.68,4.1,7,Acne-prone,56+,Squalane,Glycolic Acid,Anti-aging,2025-02-05
Rare Beauty,Moisturizer,1979.54,5.0,23,Acne-prone,18-25,Kojic Acid,Azelaic Acid,Dark spots,2023-11-18
Paula's Choice,Toner,1298.23,4.9,18,Normal,46-55,Hyaluronic Acid,Benzoyl Peroxide,Pores,2025-08-24
CeraVe,Serum,2368.8,5.0,23,Dry,56+,Ceramides,Salicylic Acid,Hyperpigmentation,2024-09-23
Drunk Elephant,Face Mask,817.89,3.4,50,Oily,36-45,Niacinamide,Hyaluronic Acid,Acne,2023-12-31
Drunk Elephant,Moisturizer,2661.0,5.0,1073,Acne-prone,36-45,Benzoyl Peroxide,Ceramides,Dullness,2023-12-19
Tatcha,Eye Cream,3473.8,5.0,202,Sensitive,36-45,Lactic Acid,Niacinamide,Pores,2024-08-04
Aveeno,Facial Oil,1585.11,5.0,24,Oily,26-35,Salicylic Acid,Titanium Dioxide,Anti-aging,2025-05-09
La Roche-Posay,Cleanser,1181.09,2.9,13,Dry,26-35,Bakuchiol,Zinc Oxide,Fine lines,2023-10-25
Drunk Elephant,Face Mask,1165.35,3.2,559,Dry,36-45,Tea Tree Oil,Retinol,Anti-aging,2024-11-11
Tatcha,Night Cream,3098.98,5.0,170,Normal,26-35,Zinc Oxide,Squalane,Fine lines,2024-09-21
Fenty Beauty,Moisturizer,1108.13,3.6,7,Oily,56+,Retinol,Glycolic Acid,Oiliness,2024-12-20
Rare Beauty,Serum,2662.7,4.1,96,Sensitive,46-55,Kojic Acid,Titanium Dioxide,Acne,2023-12-15
Skinceuticals,Eye Cream,3950.19,5.0,113,Combination,56+,Benzoyl Peroxide,Bakuchiol,Oiliness,2025-07-16
Drunk Elephant,Facial Oil,3036.6,5.0,14,Dry,26-35,Jojoba Oil,Glycolic Acid,Sensitivity,2024-11-22
La Roche-Posay,Cleanser,1006.0,2.4,72,Combination,26-35,Squalane,Kojic Acid,Dullness,2025-02-09
Drunk Elephant,Exfoliant,2408.48,5.0,1,Acne-prone,26-35,Benzoyl Peroxide,Peptides,Fine lines,2024-08-06
Fresh,Sunscreen,1274.51,4.4,22,Normal,56+,Retinol,Vitamin C,Hyperpigmentation,2024-10-03
Olay,Moisturizer,1181.88,3.7,52,Normal,26-35,Titanium Dioxide,Bakuchiol,Uneven texture,2024-01-18
L'Oreal,Sunscreen,1555.93,4.1,19,Dry,26-35,Benzoyl Peroxide,Squalane,Dryness,2025-06-11
L'Oreal,Toner,813.82,4.5,25,Normal,46-55,Alpha Arbutin,Azelaic Acid,Fine lines,2024-10-19
The Ordinary,Face Mask,1026.02,3.4,43,Acne-prone,46-55,Kojic Acid,Azelaic Acid,Uneven texture,2023-10-21
Origins,Exfoliant,1111.34,3.9,54,Sensitive,56+,Squalane,Retinol,Anti-aging,2024-08-13
Skinceuticals,Sunscreen,1676.51,4.9,330,Sensitive,36-45,Tea Tree Oil,Titanium Dioxide,Dark spots,2023-10-25
Neutrogena,Night Cream,1927.55,4.8,16,Acne-prone,46-55,Glycolic Acid,Bakuchiol,Dullness,2023-10-31
Youth to the People,Sunscreen,891.72,4.3,450,Oily,36-45,Peptides,Glycolic Acid,Dark spots,2025-05-07
Fresh,Exfoliant,1419.35,5.0,317,Acne-prone,56+,Retinol,Azelaic Acid,Redness,2025-07-28
Estee Lauder,Serum,2797.2,4.7,32,Normal,18-25,Jojoba Oil,Hyaluronic Acid,Dryness,2024-10-02
La Roche-Posay,Toner,660.63,4.0,426,Oily,56+,Glycolic Acid,Niacinamide,Dark spots,2024-05-06
Olay,Eye Cream,2840.99,5.0,337,Sensitive,26-35,Lactic Acid,Retinol,Uneven texture,2024-08-11
Fenty Beauty,Serum,1275.38,4.5,164,Dry,36-45,Jojoba Oil,Azelaic Acid,Pores,2024-01-25
Rare Beauty,Eye Cream,2798.12,5.0,35,Normal,36-45,Tea Tree Oil,Alpha Arbutin,Dark spots,2024-12-23
Youth to the People,Eye Cream,2267.94,3.8,18,Sensitive,46-55,Alpha Arbutin,Ceramides,Pores,2024-10-06
CeraVe,Sunscreen,989.25,2.9,323,Oily,46-55,Hyaluronic Acid,Lactic Acid,Sensitivity,2025-04-06
Origins,Exfoliant,1059.2,4.7,32,Sensitive,56+,Vitamin C,Hyaluronic Acid,Oiliness,2024-11-19
L'Oreal,Face Mask,994.46,3.9,121,Sensitive,46-55,Zinc Oxide,Retinol,Dryness,2025-03-04
The Ordinary,Toner,954.66,3.8,32,Sensitive,26-35,Lactic Acid,Retinol,Uneven texture,2024-10-24
CeraVe,Cleanser,1151.0,3.8,156,Acne-prone,18-25,Glycolic Acid,Kojic Acid,Dullness,2025-04-24
Fresh,Exfoliant,2198.68,5.0,61,Oily,18-25,Hyaluronic Acid,Niacinamide,Dryness,2024-04-16
Tatcha,Face Mask,1154.82,4.1,9,Sensitive,46-55,Salicylic Acid,Jojoba Oil,Uneven texture,2024-12-15
Skinceuticals,Eye Cream,2309.46,4.5,56,Combination,46-55,Niacinamide,Vitamin C,Anti-aging,2025-09-15
Paula's Choice,Facial Oil,2288.96,5.0,10,Dry,18-25,Zinc Oxide,Hyaluronic Acid,Uneven texture,2024-12-19
Youth to the People,Toner,587.66,3.2,189,Oily,36-45,Jojoba Oil,Bakuchiol,Oiliness,2024-12-01
Olay,Eye Cream,3187.1,5.0,12,Acne-prone,36-45,Jojoba Oil,Ceramides,Fine lines,2024-06-24
La Roche-Posay,Face Mask,1011.58,4.0,35,Sensitive,46-55,Bakuchiol,Tea Tree Oil,Redness,2025-06-02
La Roche-Posay,Night Cream,1822.31,4.5,58,Dry,18-25,Titanium Dioxide,Peptides,Pores,2025-04-19
Skinceuticals,Facial Oil,3135.98,5.0,114,Dry,46-55,Zinc Oxide,Jojoba Oil,Pores,2023-11-12
Fresh,Night Cream,1703.01,4.0,14,Acne-prone,36-45,Ceramides,Kojic Acid,Fine lines,2023-12-17
L'Oreal,Sunscreen,1179.57,4.4,13,Normal,18-25,Lactic Acid,Glycolic Acid,Fine lines,2025-06-27
La Roche-Posay,Eye Cream,2380.48,5.0,14,Combination,46-55,Hyaluronic Acid,Glycolic Acid,Oiliness,2025-06-24
Aveeno,Eye Cream,1744.38,4.2,102,Oily,56+,Jojoba Oil,Kojic Acid,Anti-aging,2025-06-01
Skinceuticals,Moisturizer,2934.67,4.4,28,Sensitive,56+,Ceramides,Hyaluronic Acid,Dark spots,2023-11-08
Skinceuticals,Cleanser,956.99,3.5,18,Acne-prone,26-35,Jojoba Oil,Ceramides,Hyperpigmentation,2024-01-11
Glossier,Face Mask,1072.95,4.0,7,Normal,56+,Hyaluronic Acid,Peptides,Dryness,2024-01-05
Fresh,Serum,1761.92,4.1,27,Dry,46-55,Squalane,Azelaic Acid,Sensitivity,2025-08-11
Olay,Cleanser,618.73,3.9,305,Acne-prone,26-35,Titanium Dioxide,Ceramides,Anti-aging,2024-11-03
Fresh,Eye Cream,2095.57,3.6,39,Sensitive,26-35,Niacinamide,Titanium Dioxide,Uneven texture,2024-11-12
Youth to the People,Sunscreen,770.18,2.5,23,Dry,56+,Kojic Acid,Titanium Dioxide,Anti-aging,2023-10-29
Neutrogena,Sunscreen,882.58,3.0,21,Normal,56+,Salicylic Acid,Peptides,Dryness,2024-09-01
Olay,Exfoliant,2084.31,4.8,105,Dry,36-45,Bakuchiol,Titanium Dioxide,Dryness,2025-06-29
Drunk Elephant,Moisturizer,2182.76,4.8,34,Sensitive,56+,Alpha Arbutin,Hyaluronic Acid,Dark spots,2024-03-05
CeraVe,Face Mask,657.12,3.4,19,Dry,18-25,Squalane,Salicylic Acid,Oiliness,2024-03-27
CeraVe,Facial Oil,2097.57,3.9,211,Acne-prone,46-55,Azelaic Acid,Jojoba Oil,Acne,2024-10-31
Aveeno,Moisturizer,1160.71,3.4,9,Oily,18-25,Glycolic Acid,Vitamin C,Sensitivity,2025-09-14
Olay,Toner,738.25,3.8,53,Dry,56+,Zinc Oxide,Vitamin C,Sensitivity,2024-09-03
Aveeno,Facial Oil,1416.91,4.4,151,Dry,18-25,Benzoyl Peroxide,Retinol,Anti-aging,2024-10-02
Tatcha,Face Mask,1012.4,3.8,339,Dry,46-55,Ceramides,Hyaluronic Acid,Pores,2025-05-22
Skinceuticals,Sunscreen,1708.25,4.7,262,Dry,56+,Vitamin C,Jojoba Oil,Dullness,2024-05-11
Origins,Exfoliant,1236.93,2.9,148,Combination,26-35,Hyaluronic Acid,Peptides,Fine lines,2023-12-15
Glossier,Sunscreen,666.36,4.0,56,Oily,26-35,Vitamin C,Ceramides,Anti-aging,2025-06-18
Paula's Choice,Toner,572.5,2.6,49,Normal,56+,Tea Tree Oil,Lactic Acid,Dryness,2024-12-23
Kiehl's,Facial Oil,3805.68,5.0,35,Oily,56+,Alpha Arbutin,Titanium Dioxide,Dullness,2025-01-08
Fresh,Exfoliant,1729.49,2.9,5,Sensitive,36-45,Vitamin C,Retinol,Uneven texture,2025-03-03
Rare Beauty,Eye Cream,2266.66,5.0,53,Acne-prone,56+,Vitamin C,Titanium Dioxide,Hyperpigmentation,2023-11-15
L'Oreal,Night Cream,3282.0,4.6,12,Oily,36-45,Niacinamide,Lactic Acid,Fine lines,2023-11-18
Tatcha,Night Cream,3316.72,5.0,24,Combination,26-35,Kojic Acid,Jojoba Oil,Oiliness,2025-03-11
Fenty Beauty,Sunscreen,715.77,3.2,90,Sensitive,46-55,Retinol,Benzoyl Peroxide,Uneven texture,2025-04-14
Rare Beauty,Face Mask,648.42,4.3,63,Combination,56+,Azelaic Acid,Niacinamide,Dullness,2024-04-26
Clinique,Facial Oil,3132.82,5.0,183,Sensitive,46-55,Peptides,Bakuchiol,Pores,2023-11-13
L'Oreal,Exfoliant,2035.51,3.2,10,Combination,26-35,Vitamin C,Kojic Acid,Anti-aging,2025-06-03
Olay,Serum,2188.39,5.0,4,Dry,26-35,Vitamin C,Retinol,Hyperpigmentation,2024-06-23
Youth to the People,Sunscreen,1582.65,3.4,129,Acne-prone,18-25,Salicylic Acid,Titanium Dioxide,Dark spots,2025-07-26
Origins,Face Mask,920.47,3.5,120,Acne-prone,36-45,Vitamin C,Lactic Acid,Dryness,2024-09-09
The Ordinary,Night Cream,2015.05,3.4,156,Acne-prone,18-25,Jojoba Oil,Squalane,Hyperpigmentation,2024-12-26
Youth to the People,Exfoliant,1457.69,5.0,99,Oily,26-35,Lactic Acid,Jojoba Oil,Oiliness,2024-05-18
CeraVe,Serum,2407.74,5.0,2,Dry,46-55,Kojic Acid,Lactic Acid,Sensitivity,2025-05-12
Clinique,Toner,1324.56,4.5,179,Normal,26-35,Salicylic Acid,Tea Tree Oil,Dullness,2024-12-04
Aveeno,Exfoliant,2246.23,4.5,23,Normal,26-35,Retinol,Glycolic Acid,Redness,2023-10-15
Paula's Choice,Sunscreen,769.72,3.6,6,Acne-prone,26-35,Ceramides,Kojic Acid,Oiliness,2023-11-29
Paula's Choice,Eye Cream,1723.97,4.1,201,Oily,18-25,Niacinamide,Retinol,Acne,2024-02-08
Olay,Cleanser,935.91,2.7,204,Combination,18-25,Glycolic Acid,Kojic Acid,Pores,2024-11-15
Rare Beauty,Eye Cream,2662.67,4.6,149,Oily,56+,Squalane,Niacinamide,Fine lines,2024-01-31
Aveeno,Serum,2433.44,5.0,38,Oily,46-55,Tea Tree Oil,Niacinamide,Dark spots,2025-04-09
Paula's Choice,Facial Oil,1788.39,4.1,1,Sensitive,46-55,Benzoyl Peroxide,Niacinamide,Fine lines,2023-10-15
Neutrogena,Eye Cream,2746.0,4.8,37,Oily,36-45,Benzoyl Peroxide,Ceramides,Fine lines,2023-12-07
L'Oreal,Cleanser,497.41,2.4,79,Sensitive,46-55,Alpha Arbutin,Peptides,Dullness,2025-05-23
Glossier,Serum,2139.28,4.8,57,Oily,56+,Tea Tree Oil,Retinol,Uneven texture,2024-10-09
Tatcha,Cleanser,1290.04,4.4,6,Combination,36-45,Jojoba Oil,Hyaluronic Acid,Anti-aging,2025-05-28
Glossier,Eye Cream,2636.89,3.1,53,Oily,18-25,Niacinamide,Azelaic Acid,Anti-aging,2024-01-23
Aveeno,Night Cream,1697.25,4.5,31,Combination,18-25,Azelaic Acid,Zinc Oxide,Sensitivity,2025-04-13
Fenty Beauty,Eye Cream,2747.8,5.0,46,Combination,18-25,Glycolic Acid,Retinol,Anti-aging,2024-03-01
The Ordinary,Eye Cream,1759.35,4.4,11,Acne-prone,18-25,Hyaluronic Acid,Squalane,Acne,2025-05-07
Origins,Moisturizer,1979.39,4.1,88,Normal,46-55,Hyaluronic Acid,Kojic Acid,Sensitivity,2024-10-24
The Ordinary,Facial Oil,2420.73,4.5,117,Sensitive,46-55,Bakuchiol,Peptides,Dark spots,2024-09-29
Skinceuticals,Night Cream,3978.89,5.0,69,Acne-prone,18-25,Hyaluronic Acid,Benzoyl Peroxide,Pores,2024-10-28
Youth to the People,Exfoliant,1656.19,3.7,15,Combination,18-25,Lactic Acid,Glycolic Acid,Dark spots,2024-03-23
The Ordinary,Facial Oil,2318.16,4.8,46,Combination,46-55,Peptides,Salicylic Acid,Pores,2024-07-11
Kiehl's,Toner,1442.08,3.2,74,Normal,46-55,Squalane,Zinc Oxide,Fine lines,2025-04-12
Glossier,Serum,1602.74,3.7,138,Sensitive,18-25,Bakuchiol,Hyaluronic Acid,Sensitivity,2025-01-30
Rare Beauty,Face Mask,804.89,4.4,103,Oily,18-25,Salicylic Acid,Vitamin C,Acne,2024-02-11
Fresh,Moisturizer,1563.51,4.2,397,Sensitive,56+,Salicylic Acid,Hyaluronic Acid,Dullness,2025-07-17
Skinceuticals,Exfoliant,2289.86,4.4,14,Normal,46-55,Ceramides,Niacinamide,Redness,2025-01-28
CeraVe,Face Mask,427.02,4.5,115,Normal,36-45,Tea Tree Oil,Squalane,Acne,2024-02-17
Drunk Elephant,Toner,1279.66,4.0,117,Oily,46-55,Titanium Dioxide,Tea Tree Oil,Oiliness,2025-01-25
La Roche-Posay,Cleanser,1182.66,3.2,44,Normal,36-45,Salicylic Acid,Niacinamide,Fine lines,2025-03-15
CeraVe,Serum,1616.21,4.1,32,Oily,46-55,Squalane,Jojoba Oil,Oiliness,2024-06-14
Youth to the People,Toner,1435.81,4.3,60,Dry,36-45,Benzoyl Peroxide,Peptides,Dryness,2025-07-24
Estee Lauder,Moisturizer,2181.59,4.6,14,Acne-prone,36-45,Retinol,Titanium Dioxide,Dullness,2025-01-14
Kiehl's,Cleanser,1021.46,3.9,387,Sensitive,26-35,Titanium Dioxide,Azelaic Acid,Sensitivity,2024-04-02
Fresh,Facial Oil,1879.63,3.9,10,Acne-prone,56+,Squalane,Lactic Acid,Fine lines,2024-02-12
Drunk Elephant,Toner,1691.24,4.9,45,Oily,56+,Lactic Acid,Salicylic Acid,Sensitivity,2025-04-13
Skinceuticals,Facial Oil,1920.22,3.2,36,Normal,26-35,Tea Tree Oil,Lactic Acid,Dark spots,2024-11-20
The Ordinary,Night Cream,1949.83,4.1,34,Combination,56+,Kojic Acid,Titanium Dioxide,Hyperpigmentation,2025-04-20
La Roche-Posay,Facial Oil,2142.71,4.0,30,Combination,56+,Lactic Acid,Titanium Dioxide,Oiliness,2024-04-05
Skinceuticals,Sunscreen,2213.07,5.0,43,Normal,18-25,Bakuchiol,Alpha Arbutin,Acne,2025-06-20
Paula's Choice,Night Cream,2200.31,5.0,122,Combination,56+,Hyaluronic Acid,Vitamin C,Dullness,2025-03-24
Kiehl's,Serum,2342.0,5.0,9,Oily,36-45,Glycolic Acid,Kojic Acid,Dryness,2024-03-09
Clinique,Serum,3893.29,5.0,78,Dry,46-55,Bakuchiol,Jojoba Oil,Sensitivity,2024-02-27
Kiehl's,Toner,1487.63,5.0,53,Combination,46-55,Benzoyl Peroxide,Hyaluronic Acid,Oiliness,2024-02-21
La Roche-Posay,Exfoliant,1281.31,3.9,42,Dry,18-25,Salicylic Acid,Kojic Acid,Redness,2024-03-04
Youth to the People,Moisturizer,1192.09,3.7,91,Normal,26-35,Lactic Acid,Glycolic Acid,Hyperpigmentation,2025-02-11
Fenty Beauty,Facial Oil,1366.48,4.2,221,Dry,26-35,Kojic Acid,Lactic Acid,Fine lines,2024-07-29
L'Oreal,Cleanser,938.57,4.3,23,Sensitive,36-45,Titanium Dioxide,Salicylic Acid,Hyperpigmentation,2023-11-06
Rare Beauty,Toner,1230.02,3.5,83,Oily,36-45,Salicylic Acid,Alpha Arbutin,Pores,2024-10-31
Rare Beauty,Moisturizer,1919.07,4.9,48,Normal,36-45,Squalane,Jojoba Oil,Hyperpigmentation,2024-06-09
Clinique,Eye Cream,4290.0,5.0,155,Dry,26-35,Benzoyl Peroxide,Peptides,Hyperpigmentation,2024-11-03
Origins,Moisturizer,1549.97,3.7,12,Normal,56+,Ceramides,Zinc Oxide,Hyperpigmentation,2025-03-08
Skinceuticals,Eye Cream,4413.51,5.0,66,Acne-prone,36-45,Vitamin C,Squalane,Oiliness,2024-04-09
Clinique,Serum,3928.36,4.6,148,Combination,26-35,Glycolic Acid,Zinc Oxide,Acne,2024-12-07
Skinceuticals,Facial Oil,3297.17,4.4,116,Acne-prone,46-55,Hyaluronic Acid,Alpha Arbutin,Sensitivity,2025-03-24
Skinceuticals,Serum,4193.94,5.0,78,Normal,56+,Vitamin C,Salicylic Acid,Redness,2024-12-13
Aveeno,Eye Cream,2264.28,3.4,4,Combination,26-35,Benzoyl Peroxide,Niacinamide,Acne,2023-11-24
Fenty Beauty,Facial Oil,1307.89,4.9,37,Sensitive,56+,Glycolic Acid,Squalane,Sensitivity,2025-01-19
Clinique,Eye Cream,3027.18,5.0,33,Sensitive,46-55,Niacinamide,Retinol,Acne,2024-04-25
The Ordinary,Sunscreen,1380.95,4.4,204,Sensitive,18-25,Tea Tree Oil,Salicylic Acid,Pores,2025-09-10
Fresh,Moisturizer,935.14,3.7,99,Acne-prone,36-45,Alpha Arbutin,Jojoba Oil,Acne,2024-10-25
Kiehl's,Exfoliant,2819.58,5.0,18,Normal,26-35,Salicylic Acid,Lactic Acid,Dryness,2023-11-09
Drunk Elephant,Night Cream,4467.32,5.0,14,Normal,18-25,Bakuchiol,Benzoyl Peroxide,Sensitivity,2025-03-25
Kiehl's,Moisturizer,1862.45,3.8,246,Oily,26-35,Salicylic Acid,Jojoba Oil,Fine lines,2024-11-19
Youth to the People,Night Cream,1940.19,4.6,33,Acne-prone,56+,Salicylic Acid,Lactic Acid,Sensitivity,2024-10-08
Aveeno,Facial Oil,1126.16,2.3,26,Sensitive,26-35,Salicylic Acid,Titanium Dioxide,Redness,2024-07-26
Paula's Choice,Toner,1243.26,4.8,34,Combination,56+,Alpha Arbutin,Lactic Acid,Dark spots,2024-05-11
The Ordinary,Cleanser,1114.73,3.9,26,Sensitive,18-25,Benzoyl Peroxide,Tea Tree Oil,Uneven texture,2025-06-29
Youth to the People,Eye Cream,3011.16,5.0,336,Dry,26-35,Hyaluronic Acid,Glycolic Acid,Redness,2023-12-28
Drunk Elephant,Cleanser,1023.35,3.3,11,Dry,56+,Titanium Dioxide,Kojic Acid,Dryness,2024-03-22
Paula's Choice,Exfoliant,1738.48,2.6,406,Combination,18-25,Glycolic Acid,Vitamin C,Oiliness,2025-08-02
Skinceuticals,Toner,1808.84,4.0,37,Oily,18-25,Peptides,Glycolic Acid,Pores,2025-01-21
Fenty Beauty,Exfoliant,1537.85,4.6,9,Combination,36-45,Vitamin C,Squalane,Sensitivity,2024-02-08
Neutrogena,Moisturizer,990.08,4.0,24,Oily,26-35,Alpha Arbutin,Retinol,Dullness,2025-09-02
Kiehl's,Sunscreen,1698.32,3.2,142,Acne-prone,26-35,Alpha Arbutin,Bakuchiol,Dark spots,2025-08-15
Fresh,Toner,742.75,3.9,13,Combination,18-25,Alpha Arbutin,Benzoyl Peroxide,Dark spots,2024-02-02
La Roche-Posay,Serum,2595.64,5.0,138,Combination,36-45,Niacinamide,Vitamin C,Sensitivity,2025-03-23
Drunk Elephant,Moisturizer,3063.15,5.0,39,Dry,46-55,Lactic Acid,Azelaic Acid,Redness,2025-03-24
Glossier,Eye Cream,2522.15,5.0,20,Dry,26-35,Benzoyl Peroxide,Niacinamide,Dullness,2024-11-22
Olay,Exfoliant,2213.11,5.0,3,Normal,26-35,Bakuchiol,Ceramides,Hyperpigmentation,2024-05-28
Paula's Choice,Cleanser,1170.22,4.6,66,Combination,36-45,Peptides,Glycolic Acid,Dark spots,2023-12-31
Neutrogena,Toner,1179.82,3.0,187,Normal,56+,Jojoba Oil,Peptides,Uneven texture,2024-06-23
Rare Beauty,Exfoliant,978.19,3.2,31,Combination,56+,Hyaluronic Acid,Jojoba Oil,Fine lines,2025-02-14
The Ordinary,Face Mask,643.46,2.1,69,Sensitive,36-45,Bakuchiol,Vitamin C,Uneven texture,2023-12-12
CeraVe,Night Cream,2101.88,5.0,24,Acne-prone,26-35,Glycolic Acid,Zinc Oxide,Uneven texture,2024-01-04
Clinique,Night Cream,2512.67,5.0,38,Dry,36-45,Bakuchiol,Salicylic Acid,Fine lines,2024-06-19
Rare Beauty,Toner,576.76,3.6,133,Dry,46-55,Retinol,Titanium Dioxide,Dryness,2024-06-27
Aveeno,Toner,1229.5,3.5,58,Combination,46-55,Benzoyl Peroxide,Retinol,Fine lines,2023-11-25
The Ordinary,Eye Cream,3075.33,5.0,39,Oily,26-35,Azelaic Acid,Jojoba Oil,Hyperpigmentation,2024-11-15
Glossier,Sunscreen,1247.53,3.3,53,Acne-prone,26-35,Azelaic Acid,Alpha Arbutin,Dark spots,2024-03-26
CeraVe,Moisturizer,1488.65,3.8,157,Normal,26-35,Bakuchiol,Jojoba Oil,Fine lines,2025-09-02
