Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,
Clinique,Cleanser,1654.15,3.1,32,Acne-prone,26-35,Lactic Acid,Titanium Dioxide,Dark spots,
Glossier,Moisturizer,1847.1,5,26,Combination,36-45,Niacinamide,Peptides,Pores,
Tatcha,Cleanser,1335.7,4.8,43,Normal,36-45,Titanium Dioxide,Lactic Acid,Hyperpigmentation,
La Roche-Posay,Cleanser,1146.1,2.7,8,Combination,46-55,Lactic Acid,Azelaic Acid,Anti-aging,
Glossier,Cleanser,905.68,3.4,103,Acne-prone,36-45,Benzoyl Peroxide,Salicylic Acid,Acne,
Neutrogena,Serum,1444.22,3.7,78,Sensitive,46-55,Squalane,Niacinamide,Pores,
Tatcha,Eye Cream,4684.1,5,18,Acne-prone,46-55,Benzoyl Peroxide,Bakuchiol,Fine lines,
La Roche-Posay,Sunscreen,1263.18,4.4,24,Combination,26-35,Glycolic Acid,Tea Tree Oil,Dark spots,
Youth to the People,Face Mask,692.36,3.3,6,Normal,36-45,Salicylic Acid,Jojoba Oil,Dryness,
Skinceuticals,Facial Oil,2152.73,4.7,741,Combination,26-35,Peptides,Jojoba Oil,Hyperpigmentation,
L'Oreal,Face Mask,1060.14,3.6,9,Acne-prone,26-35,Ceramides,Squalane,Oiliness,
Neutrogena,Serum,1431.09,4.1,99,Normal,18-25,Titanium Dioxide,Zinc Oxide,Acne,
Skinceuticals,Exfoliant,3389.65,5,47,Combination,18-25,Jojoba Oil,Niacinamide,Redness,
Rare Beauty,Exfoliant,1679.72,4.9,261,Oily,26-35,Niacinamide,Squalane,Pores,
The Ordinary,Face Mask,766.99,2.5,380,Acne-prone,56+,Jojoba Oil,Glycolic Acid,Fine lines,
Clinique,Toner,1686.49,4.8,25,Combination,46-55,Benzoyl Peroxide,Niacinamide,Dullness,
Glossier,Cleanser,844.74,2.7,25,Dry,18-25,Lactic Acid,Zinc Oxide,Dullness,
Paula's Choice,Face Mask,1047.46,4,99,Sensitive,36-45,Benzoyl Peroxide,Tea Tree Oil,Sensitivity,
Estee Lauder,Sunscreen,1678.88,3.2,27,Dry,18-25,Hyaluronic Acid,Bakuchiol,Uneven texture,
Origins,Eye Cream,1343.82,3.5,316,Oily,18-25,Tea Tree Oil,Niacinamide,Uneven texture,
CeraVe,Sunscreen,959.72,4.6,117,Combination,26-35,Retinol,Benzoyl Peroxide,Anti-aging,
CeraVe,Night Cream,2988.07,4.9,16,Combination,36-45,Peptides,Alpha Arbutin,Oiliness,
L'Oreal,Moisturizer,1502.33,4.6,59,Normal,46-55,Azelaic Acid,Titanium Dioxide,Oiliness,
CeraVe,Facial Oil,1213.16,4.1,65,Acne-prone,18-25,Hyaluronic Acid,Peptides,Hyperpigmentation,
Aveeno,Serum,2856.4,4.5,22,Normal,56+,Benzoyl Peroxide,Retinol,Hyperpigmentation,
The Ordinary,Toner,626.44,2,7,Combination,26-35,Salicylic Acid,Zinc Oxide,Anti-aging,
Glossier,Exfoliant,933.52,3.8,40,Dry,56+,Salicylic Acid,Ceramides,Hyperpigmentation,
Clinique,Face Mask,992.18,4.1,22,Normal,18-25,Lactic Acid,Ceramides,Hyperpigmentation,
Rare Beauty,Face Mask,644.42,3.4,87,Acne-prone,18-25,Jojoba Oil,Peptides,Anti-aging,
Neutrogena,Facial Oil,1751.48,4.3,87,Normal,26-35,Peptides,Vitamin C,Uneven texture,
Tatcha,Sunscreen,2151.12,4.2,132,Dry,26-35,Azelaic Acid,Bakuchiol,Hyperpigmentation,
Drunk Elephant,Moisturizer,1490.66,4.3,102,Normal,26-35,Alpha Arbutin,Vitamin C,Dullness,
L'Oreal,Face Mask,1076.64,2.7,40,Sensitive,18-25,Peptides,Kojic Acid,Pores,
Fenty Beauty,Sunscreen,1108.26,4.4,10,Combination,36-45,Ceramides,Bakuchiol,Anti-aging,
Glossier,Serum,1215.66,4.5,15,Sensitive,26-35,Retinol,Glycolic Acid,Oiliness,
CeraVe,Night Cream,3448.08,5,109,Normal,26-35,Vitamin C,Benzoyl Peroxide,Uneven texture,
Fresh,Exfoliant,2080.98,4.3,38,Combination,26-35,Jojoba Oil,Squalane,Dark spots,
L'Oreal,Facial Oil,1919.89,3.8,18,Oily,36-45,Niacinamide,Azelaic Acid,Dark spots,
The Ordinary,Face Mask,434.98,2.8,26,Sensitive,26-35,Jojoba Oil,Kojic Acid,Oiliness,
Skinceuticals,Toner,1251.08,3.5,97,Oily,26-35,Bakuchiol,Retinol,Hyperpigmentation,
Neutrogena,Toner,689.47,3.6,26,Sensitive,36-45,Lactic Acid,Kojic Acid,Dullness,
Glossier,Night Cream,1577.97,4.4,66,Sensitive,46-55,Azelaic Acid,Vitamin C,Fine lines,
L'Oreal,Sunscreen,798.78,4.3,141,Combination,46-55,Alpha Arbutin,Zinc Oxide,Dark spots,
Rare Beauty,Exfoliant,1124.15,2.8,55,Oily,26-35,Lactic Acid,Tea Tree Oil,Dullness,
Estee Lauder,Serum,2509.59,4.3,92,Dry,46-55,Jojoba Oil,Benzoyl Peroxide,Fine lines,
Origins,Sunscreen,840.97,3.9,28,Oily,18-25,Vitamin C,Kojic Acid,Dryness,
CeraVe,Eye Cream,3003.55,4.3,78,Normal,26-35,Jojoba Oil,Kojic Acid,Uneven texture,
CeraVe,Cleanser,532.86,3.8,208,Combination,36-45,Tea Tree Oil,Hyaluronic Acid,Dryness,
Glossier,Facial Oil,1961.82,4.7,220,Combination,18-25,Titanium Dioxide,Bakuchiol,Pores,
Glossier,Exfoliant,1225.69,2.8,135,Dry,56+,Bakuchiol,Ceramides,Anti-aging,
Tatcha,Moisturizer,2265.3,5,43,Normal,36-45,Bakuchiol,Zinc Oxide,Anti-aging,
Tatcha,Cleanser,990.05,4.5,18,Acne-prone,26-35,Peptides,Retinol,Uneven texture,
L'Oreal,Face Mask,863.19,4.1,2,Normal,18-25,Jojoba Oil,Peptides,Pores,
Youth to the People,Serum,1981.29,2.2,9,Oily,36-45,Squalane,Ceramides,Sensitivity,
Skinceuticals,Night Cream,4041.82,5,50,Acne-prone,36-45,Titanium Dioxide,Hyaluronic Acid,Pores,
Origins,Facial Oil,2091.87,5,23,Dry,36-45,Benzoyl Peroxide,Titanium Dioxide,Fine lines,
Rare Beauty,Toner,607.52,3.9,73,Normal,18-25,Vitamin C,Squalane,Uneven texture,
Clinique,Exfoliant,2585.53,4.3,10,Oily,26-35,Glycolic Acid,Niacinamide,Anti-aging,
Origins,Night Cream,3552.4,5,216,Acne-prone,18-25,Glycolic Acid,Niacinamide,Anti-aging,
Fenty Beauty,Night Cream,1885.77,4.7,7,Normal,18-25,Niacinamide,Benzoyl Peroxide,Fine lines,
Estee Lauder,Moisturizer,1523.51,5,106,Oily,26-35,Glycolic Acid,Lactic Acid,Anti-aging,
Olay,Moisturizer,1373.76,4.2,27,Normal,18-25,Glycolic Acid,Titanium Dioxide,Redness,
Glossier,Night Cream,2725.37,4.6,227,Acne-prone,36-45,Benzoyl Peroxide,Salicylic Acid,Uneven texture,
The Ordinary,Eye Cream,1434.28,3.4,96,Dry,18-25,Vitamin C,Hyaluronic Acid,Oiliness,
Clinique,Sunscreen,2002.27,5,56,Normal,46-55,Retinol,Benzoyl Peroxide,Uneven texture,
Clinique,Cleanser,896,4.3,41,Oily,36-45,Glycolic Acid,Titanium Dioxide,Acne,
Paula's Choice,Exfoliant,1535.87,3.7,19,Oily,18-25,Retinol,Zinc Oxide,Acne,
La Roche-Posay,Facial Oil,1822.61,5,406,Combination,56+,Peptides,Tea Tree Oil,Uneven texture,
Olay,Exfoliant,1446.71,4.4,79,Oily,26-35,Alpha Arbutin,Retinol,Pores,
L'Oreal,Moisturizer,1414.79,5,155,Acne-prone,18-25,Zinc Oxide,Peptides,Hyperpigmentation,
Youth to the People,Serum,1733.04,4.5,65,Normal,56+,Zinc Oxide,Jojoba Oil,Hyperpigmentation,
Rare Beauty,Sunscreen,1121.6,4.4,1,Normal,26-35,Hyaluronic Acid,Retinol,Dullness,
Rare Beauty,Sunscreen,1548.51,3.3,12,Dry,56+,Vitamin C,Titanium Dioxide,Redness,
CeraVe,Moisturizer,2018.78,4.5,117,Sensitive,46-55,Azelaic Acid,Zinc Oxide,Redness,
La Roche-Posay,Facial Oil,1346.69,3.5,84,Normal,46-55,Bakuchiol,Niacinamide,Uneven texture,
Estee Lauder,Serum,4272.39,5,133,Combination,26-35,Lactic Acid,Ceramides,Redness,
Kiehl's,Night Cream,4323.65,5,6,Acne-prone,36-45,Zinc Oxide,Benzoyl Peroxide,Oiliness,
Fresh,Cleanser,1000.06,3.9,16,Oily,26-35,Glycolic Acid,Azelaic Acid,Dark spots,
CeraVe,Moisturizer,1433.67,5,8,Sensitive,46-55,Squalane,Azelaic Acid,Sensitivity,
Clinique,Exfoliant,1989.56,4.3,99,Combination,36-45,Bakuchiol,Glycolic Acid,Hyperpigmentation,
CeraVe,Face Mask,657.83,3.6,89,Normal,26-35,Ceramides,Peptides,Hyperpigmentation,
Drunk Elephant,Serum,3017.28,5,59,Normal,56+,Glycolic Acid,Tea Tree Oil,Uneven texture,
Fenty Beauty,Eye Cream,1303.91,3.6,307,Oily,56+,Vitamin C,Peptides,Sensitivity,
La Roche-Posay,Moisturizer,1593.16,5,75,Combination,36-45,Salicylic Acid,Glycolic Acid,Dark spots,
Clinique,Eye Cream,3155.24,5,101,Oily,56+,Zinc Oxide,Titanium Dioxide,Anti-aging,
Aveeno,Cleanser,727.19,2.1,128,Dry,46-55,Jojoba Oil,Peptides,Sensitivity,
Clinique,Serum,3616.8,4.7,10,Combination,36-45,Vitamin C,Titanium Dioxide,Dullness,
Youth to the People,Moisturizer,1574.35,5,373,Normal,36-45,Benzoyl Peroxide,Tea Tree Oil,Pores,
Drunk Elephant,Face Mask,1043.89,5,31,Sensitive,26-35,Salicylic Acid,Vitamin C,Fine lines,
Clinique,Eye Cream,2907.9,5,45,Oily,36-45,Squalane,Alpha Arbutin,Hyperpigmentation,
Tatcha,Serum,3612.84,5,42,Dry,26-35,Hyaluronic Acid,Kojic Acid,Hyperpigmentation,
Neutrogena,Cleanser,608.71,3.5,176,Oily,18-25,Bakuchiol,Hyaluronic Acid,Hyperpigmentation,
Kiehl's,Facial Oil,3712.81,5,9,Oily,26-35,Benzoyl Peroxide,Peptides,Uneven texture,
Tatcha,Serum,3795.86,5,35,Combination,46-55,Jojoba Oil,Lactic Acid,Dark spots,
Glossier,Eye Cream,2357.87,5,73,Normal,46-55,Zinc Oxide,Squalane,Fine lines,
Fenty Beauty,Serum,2104.63,5,350,Normal,46-55,Zinc Oxide,Lactic Acid,Anti-aging,
Origins,Moisturizer,863.83,4.8,215,Combination,56+,Hyaluronic Acid,Squalane,Dryness,
Youth to the People,Exfoliant,2074.29,4.2,124,Dry,36-45,Azelaic Acid,Tea Tree Oil,Redness,
La Roche-Posay,Eye Cream,2000.78,4.3,87,Dry,36-45,Vitamin C,Ceramides,Oiliness,
Origins,Exfoliant,1835.23,4.3,76,Dry,36-45,Vitamin C,Tea Tree Oil,Fine lines,
Youth to the People,Exfoliant,1941.62,4.4,17,Oily,56+,Benzoyl Peroxide,Squalane,Oiliness,
Estee Lauder,Serum,3516.76,5,37,Oily,56+,Zinc Oxide,Bakuchiol,Dark spots,
Clinique,Toner,1300.01,3.4,79,Oily,56+,Squalane,Vitamin C,Dullness,
Clinique,Facial Oil,2835.36,4.9,71,Dry,46-55,Bakuchiol,Zinc Oxide,Uneven texture,
Rare Beauty,Facial Oil,2498.91,5,52,Acne-prone,36-45,Vitamin C,Niacinamide,Dark spots,
Fenty Beauty,Exfoliant,2135.28,3.9,222,Combination,46-55,Jojoba Oil,Retinol,Uneven texture,
Paula's Choice,Sunscreen,870.86,3.8,81,Oily,18-25,Retinol,Tea Tree Oil,Redness,
The Ordinary,Serum,2400.27,4.3,44,Combination,46-55,Azelaic Acid,Zinc Oxide,Sensitivity,
Tatcha,Cleanser,1619.82,2.9,1338,Normal,36-45,Jojoba Oil,Azelaic Acid,Anti-aging,
Aveeno,Facial Oil,1904.36,4.2,232,Normal,56+,Glycolic Acid,Zinc Oxide,Dullness,
The Ordinary,Sunscreen,1416.98,5,223,Sensitive,18-25,Ceramides,Kojic Acid,Oiliness,
Fenty Beauty,Moisturizer,1551.34,3.9,42,Acne-prone,18-25,Lactic Acid,Jojoba Oil,Oiliness,
CeraVe,Moisturizer,1745.14,4.3,145,Sensitive,36-45,Ceramides,Retinol,Fine lines,
Kiehl's,Sunscreen,2129.3,4.5,118,Acne-prone,18-25,Azelaic Acid,Benzoyl Peroxide,Hyperpigmentation,
Skinceuticals,Cleanser,735.84,4,27,Oily,18-25,Zinc Oxide,Benzoyl Peroxide,Dullness,
Aveeno,Serum,2278.21,3.7,46,Dry,36-45,Ceramides,Lactic Acid,Sensitivity,
Estee Lauder,Exfoliant,2008.44,5,813,Acne-prone,46-55,Bakuchiol,Titanium Dioxide,Dullness,
Paula's Choice,Facial Oil,2626.76,5,161,Acne-prone,56+,Alpha Arbutin,Salicylic Acid,Redness,
La Roche-Posay,Moisturizer,1749.25,4.2,201,Normal,56+,Hyaluronic Acid,Lactic Acid,Uneven texture,
Origins,Cleanser,495.2,3.9,24,Oily,46-55,Lactic Acid,Azelaic Acid,Dark spots,
CeraVe,Facial Oil,2212.73,4.4,11,Combination,26-35,Lactic Acid,Ceramides,Sensitivity,
Olay,Sunscreen,638.55,2.9,192,Sensitive,56+,Retinol,Azelaic Acid,Pores,
Neutrogena,Moisturizer,1417.81,3.5,231,Oily,26-35,Kojic Acid,Niacinamide,Anti-aging,
Rare Beauty,Sunscreen,1439.52,3.5,143,Normal,18-25,Azelaic Acid,Tea Tree Oil,Sensitivity,
Neutrogena,Night Cream,2088.99,5,17,Dry,46-55,Ceramides,Niacinamide,Anti-aging,
Estee Lauder,Eye Cream,3653.54,5,25,Normal,18-25,Niacinamide,Bakuchiol,Dullness,
Aveeno,Cleanser,957.21,3,226,Normal,56+,Vitamin C,Squalane,Dryness,
La Roche-Posay,Exfoliant,1254.76,3.5,115,Acne-prone,18-25,Retinol,Azelaic Acid,Hyperpigmentation,
Youth to the People,Eye Cream,2648.88,4.7,28,Oily,56+,Kojic Acid,Benzoyl Peroxide,Anti-aging,
Skinceuticals,Face Mask,1241.87,5,3,Oily,26-35,Zinc Oxide,Benzoyl Peroxide,Oiliness,
Fresh,Serum,2662.61,5,150,Combination,26-35,Titanium Dioxide,Benzoyl Peroxide,Pores,
Clinique,Serum,2335.21,5,99,Acne-prone,56+,Kojic Acid,Vitamin C,Fine lines,
Fresh,Serum,2366.49,4.2,13,Normal,56+,Peptides,Retinol,Dullness,
Fenty Beauty,Serum,2530.23,5,820,Oily,18-25,Glycolic Acid,Tea Tree Oil,Fine lines,
Skinceuticals,Serum,1954.43,4,44,Acne-prone,26-35,Azelaic Acid,Zinc Oxide,Pores,
Origins,Eye Cream,2413.86,4.3,105,Acne-prone,26-35,Peptides,Zinc Oxide,Uneven texture,
Rare Beauty,Moisturizer,1980.21,3,318,Combination,56+,Retinol,Azelaic Acid,Acne,
Olay,Sunscreen,1556.58,5,115,Normal,36-45,Titanium Dioxide,Squalane,Pores,
Estee Lauder,Night Cream,4328.86,5,52,Dry,18-25,Retinol,Alpha Arbutin,Pores,
Glossier,Toner,1106.6,4.1,27,Sensitive,56+,Titanium Dioxide,Glycolic Acid,Anti-aging,
Estee Lauder,Sunscreen,1799.19,5,270,Acne-prone,46-55,Niacinamide,Vitamin C,Oiliness,
Paula's Choice,Facial Oil,2545.02,4.2,178,Normal,56+,Titanium Dioxide,Vitamin C,Dryness,
La Roche-Posay,Cleanser,739.54,4.1,65,Acne-prone,36-45,Niacinamide,Peptides,Uneven texture,
Youth to the People,Face Mask,991.29,3.4,18,Oily,26-35,Retinol,Alpha Arbutin,Uneven texture,
Neutrogena,Night Cream,2776.07,5,233,Oily,46-55,Tea Tree Oil,Ceramides,Acne,
L'Oreal,Night Cream,3110.29,5,144,Acne-prone,26-35,Peptides,Niacinamide,Dullness,
Neutrogena,Toner,1065.01,3.5,22,Combination,46-55,Zinc Oxide,Bakuchiol,Oiliness,
Clinique,Toner,2070.96,4.2,42,Acne-prone,46-55,Niacinamide,Titanium Dioxide,Redness,
Fresh,Moisturizer,1793.22,4.4,26,Oily,26-35,Jojoba Oil,Kojic Acid,Sensitivity,
Fresh,Night Cream,3338.57,5,168,Combination,46-55,Kojic Acid,Tea Tree Oil,Uneven texture,
The Ordinary,Face Mask,975.82,4,2,Oily,36-45,Vitamin C,Zinc Oxide,Dark spots,
CeraVe,Eye Cream,3077.16,5,70,Oily,26-35,Kojic Acid,Lactic Acid,Dark spots,
The Ordinary,Night Cream,2895.33,5,126,Combination,18-25,Tea Tree Oil,Glycolic Acid,Sensitivity,
Olay,Toner,1388.24,5,65,Oily,46-55,Kojic Acid,Jojoba Oil,Pores,
The Ordinary,Facial Oil,1637.77,4.2,43,Normal,18-25,Vitamin C,Alpha Arbutin,Hyperpigmentation,
The Ordinary,Cleanser,886.25,3.4,93,Acne-prone,46-55,Kojic Acid,Azelaic Acid,Anti-aging,
Tatcha,Night Cream,4261.36,5,2,Normal,46-55,Jojoba Oil,Glycolic Acid,Dryness,
Glossier,Night Cream,3431.06,5,3,Normal,36-45,Salicylic Acid,Zinc Oxide,Dullness,
Fresh,Cleanser,616.65,2.8,58,Sensitive,18-25,Squalane,Bakuchiol,Hyperpigmentation,
Olay,Facial Oil,1163.05,3.8,197,Combination,18-25,Kojic Acid,Hyaluronic Acid,Sensitivity,
Fresh,Moisturizer,1985.6,4.7,138,Normal,46-55,Zinc Oxide,Bakuchiol,Pores,
Neutrogena,Exfoliant,1512.89,4.6,209,Oily,26-35,Retinol,Glycolic Acid,Fine lines,
Drunk Elephant,Cleanser,765.17,3.7,78,Combination,56+,Tea Tree Oil,Titanium Dioxide,Sensitivity,
Origins,Serum,1251.79,4.2,521,Oily,56+,Ceramides,Bakuchiol,Dark spots,
The Ordinary,Toner,596.38,3.3,7,Acne-prone,36-45,Kojic Acid,Ceramides,Hyperpigmentation,
Clinique,Toner,1529.66,4,58,Combination,36-45,Niacinamide,Peptides,Sensitivity,
The Ordinary,Eye Cream,1767.8,4.3,258,Oily,56+,Tea Tree Oil,Zinc Oxide,Anti-aging,
Neutrogena,Toner,1029.17,3.1,17,Normal,36-45,Retinol,Ceramides,Fine lines,
Drunk Elephant,Eye Cream,3855.18,4.5,98,Acne-prone,26-35,Ceramides,Jojoba Oil,Acne,
Fenty Beauty,Exfoliant,978.49,2.9,57,Normal,46-55,Kojic Acid,Tea Tree Oil,Oiliness,
Skinceuticals,Night Cream,2654.16,4.2,127,Dry,26-35,Vitamin C,Niacinamide,Anti-aging,
Rare Beauty,Facial Oil,1948.72,5,115,Normal,36-45,Vitamin C,Kojic Acid,Acne,
Youth to the People,Cleanser,908.14,3.4,94,Combination,56+,Kojic Acid,Benzoyl Peroxide,Dark spots,
Drunk Elephant,Exfoliant,1561.89,4.2,31,Dry,46-55,Azelaic Acid,Salicylic Acid,Uneven texture,
Aveeno,Face Mask,475.09,3.7,824,Acne-prone,56+,Squalane,Kojic Acid,Acne,
Origins,Facial Oil,1380.08,5,13,Combination,56+,Hyaluronic Acid,Tea Tree Oil,Anti-aging,
Neutrogena,Moisturizer,1298.44,5,67,Normal,56+,Azelaic Acid,Retinol,Anti-aging,
Fresh,Facial Oil,2294.09,5,20,Acne-prone,18-25,Alpha Arbutin,Tea Tree Oil,Dark spots,
Estee Lauder,Serum,2331.33,4.5,314,Sensitive,46-55,Lactic Acid,Niacinamide,Acne,
Drunk Elephant,Eye Cream,2363.56,3.6,14,Acne-prone,18-25,Benzoyl Peroxide,Vitamin C,Acne,
Paula's Choice,Moisturizer,1435.95,4.7,47,Combination,56+,Niacinamide,Retinol,Sensitivity,
Glossier,Serum,2342.99,4.9,46,Dry,56+,Peptides,Alpha Arbutin,Anti-aging,
Glossier,Eye Cream,1877.42,3.6,66,Normal,46-55,Salicylic Acid,Lactic Acid,Pores,
Origins,Sunscreen,1083.51,3.4,95,Sensitive,36-45,Peptides,Niacinamide,Pores,
CeraVe,Eye Cream,1513.71,2.5,58,Combination,18-25,Lactic Acid,Kojic Acid,Oiliness,
The Ordinary,Exfoliant,2174.35,4.1,146,Dry,46-55,Titanium Dioxide,Niacinamide,Dark spots,
CeraVe,Cleanser,1237.21,4.9,273,Acne-prone,26-35,Jojoba Oil,Bakuchiol,Dryness,
Paula's Choice,Serum,1628.49,5,64,Combination,18-25,Kojic Acid,Tea Tree Oil,Dryness,
Rare Beauty,Toner,1201.38,4.1,218,Dry,18-25,Titanium Dioxide,Zinc Oxide,Acne,
L'Oreal,Face Mask,475.13,3.1,13,Combination,36-45,Titanium Dioxide,Lactic Acid,Redness,
CeraVe,Facial Oil,1062.06,3.9,6,Sensitive,36-45,Ceramides,Benzoyl Peroxide,Anti-aging,
Olay,Facial Oil,1441.17,4.3,176,Acne-prone,26-35,Jojoba Oil,Peptides,Fine lines,
The Ordinary,Moisturizer,2115.54,3.7,29,Oily,56+,Jojoba Oil,Benzoyl Peroxide,Acne,
Kiehl's,Night Cream,4919.59,5,60,Dry,36-45,Bakuchiol,Peptides,Redness,
Youth to the People,Serum,1222.02,5,41,Acne-prone,56+,Alpha Arbutin,Benzoyl Peroxide,Dryness,
Origins,Exfoliant,1493.87,3.4,31,Dry,36-45,Glycolic Acid,Bakuchiol,Fine lines,
Fresh,Exfoliant,1315.02,3.3,6,Acne-prone,56+,Hyaluronic Acid,Peptides,Dullness,
Estee Lauder,Exfoliant,1927.41,4.6,11,Acne-prone,26-35,Glycolic Acid,Benzoyl Peroxide,Dark spots,
Youth to the People,Cleanser,513.33,3.5,32,Normal,36-45,Alpha Arbutin,Ceramides,Oiliness,
Kiehl's,Sunscreen,1657.55,4.4,21,Combination,56+,Vitamin C,Jojoba Oil,Redness,
Clinique,Facial Oil,3796.33,5,34,Dry,46-55,Vitamin C,Retinol,Dullness,
La Roche-Posay,Cleanser,872.51,2.8,11,Combination,46-55,Zinc Oxide,Jojoba Oil,Redness,
Fenty Beauty,Cleanser,554.56,2.6,44,Combination,36-45,Vitamin C,Retinol,Uneven texture,
Estee Lauder,Moisturizer,1685.57,3.2,97,Oily,36-45,Hyaluronic Acid,Jojoba Oil,Dark spots,
CeraVe,Cleanser,492.81,3.7,638,Oily,46-55,Bakuchiol,Salicylic Acid,Dark spots,
The Ordinary,Toner,1022.01,5,47,Combination,26-35,Alpha Arbutin,Zinc Oxide,Oiliness,
Fresh,Sunscreen,963.2,3.6,156,Dry,36-45,Jojoba Oil,Alpha Arbutin,Oiliness,
Paula's Choice,Moisturizer,1626.79,4.2,121,Combination,18-25,Ceramides,Tea Tree Oil,Sensitivity,
Paula's Choice,Night Cream,2829.8,4.4,53,Combination,26-35,Ceramides,Squalane,Fine lines,
Paula's Choice,Night Cream,3175.53,5,150,Acne-prone,18-25,Retinol,Peptides,Redness,
Skinceuticals,Serum,1734.92,4.4,10,Normal,18-25,Squalane,Hyaluronic Acid,Anti-aging,
Origins,Facial Oil,2343.39,5,27,Normal,46-55,Lactic Acid,Tea Tree Oil,Anti-aging,
Clinique,Exfoliant,3032.73,5,275,Oily,46-55,Benzoyl Peroxide,Ceramides,Uneven texture,
CeraVe,Exfoliant,1645.48,3.3,57,Combination,56+,Salicylic Acid,Azelaic Acid,Fine lines,
La Roche-Posay,Cleanser,1078.63,4.3,488,Normal,18-25,Salicylic Acid,Hyaluronic Acid,Anti-aging,
Kiehl's,Sunscreen,2038.47,5,282,Dry,18-25,Titanium Dioxide,Glycolic Acid,Pores,
La Roche-Posay,Night Cream,2175.56,3.7,176,Dry,26-35,Jojoba Oil,Benzoyl Peroxide,Redness,
Neutrogena,Exfoliant,1061.3,4.1,9,Normal,36-45,Salicylic Acid,Titanium Dioxide,Uneven texture,
Paula's Choice,Sunscreen,1205.21,3.6,9,Normal,46-55,Azelaic Acid,Niacinamide,Hyperpigmentation,
L'Oreal,Facial Oil,2662.76,4.9,82,Oily,36-45,Ceramides,Vitamin C,Dullness,
CeraVe,Moisturizer,1836.04,4.5,55,Normal,56+,Alpha Arbutin,Ceramides,Fine lines,
Youth to the People,Night Cream,2353.92,4.5,26,Normal,56+,Squalane,Benzoyl Peroxide,Dark spots,
Kiehl's,Face Mask,1403.61,2.8,70,Oily,18-25,Salicylic Acid,Glycolic Acid,Uneven texture,
Skinceuticals,Night Cream,2317.79,4.8,17,Normal,56+,Glycolic Acid,Tea Tree Oil,Fine lines,
Drunk Elephant,Serum,3382.91,5,83,Sensitive,18-25,Jojoba Oil,Peptides,Anti-aging,
CeraVe,Night Cream,1510.68,4.7,9,Normal,18-25,Peptides,Bakuchiol,Uneven texture,
Origins,Serum,2549.58,5,16,Acne-prone,18-25,Retinol,Lactic Acid,Dark spots,
Olay,Facial Oil,1813.53,4.3,190,Oily,26-35,Zinc Oxide,Peptides,Uneven texture,
Paula's Choice,Cleanser,1165.04,4,146,Combination,18-25,Lactic Acid,Jojoba Oil,Hyperpigmentation,
The Ordinary,Face Mask,625.52,4.3,50,Acne-prone,36-45,Tea Tree Oil,Lactic Acid,Oiliness,
CeraVe,Night Cream,3059.75,3.9,43,Sensitive,56+,Titanium Dioxide,Vitamin C,Redness,
Glossier,Toner,871.81,4.7,958,Acne-prone,26-35,Alpha Arbutin,Retinol,Dark spots,
Olay,Face Mask,447.32,2.8,24,Normal,46-55,Kojic Acid,Benzoyl Peroxide,Pores,
CeraVe,Moisturizer,861.54,2.7,85,Normal,46-55,Glycolic Acid,Peptides,Redness,
Olay,Sunscreen,862.06,4.5,244,Sensitive,36-45,Salicylic Acid,Peptides,Sensitivity,
La Roche-Posay,Toner,1435.77,5,41,Acne-prone,56+,Glycolic Acid,Benzoyl Peroxide,Pores,
The Ordinary,Cleanser,1155.62,2.9,75,Normal,56+,Jojoba Oil,Azelaic Acid,Sensitivity,
Fresh,Toner,1438.04,3.7,39,Combination,56+,Azelaic Acid,Titanium Dioxide,Fine lines,
La Roche-Posay,Cleanser,923.34,3.7,20,Oily,46-55,Hyaluronic Acid,Glycolic Acid,Dullness,
La Roche-Posay,Night Cream,1505.66,4.2,124,Combination,56+,Hyaluronic Acid,Vitamin C,Redness,
Estee Lauder,Exfoliant,3047.72,4.9,55,Normal,26-35,Lactic Acid,Tea Tree Oil,Pores,
Paula's Choice,Cleanser,1073.15,3.9,107,Combination,18-25,Titanium Dioxide,Salicylic Acid,Fine lines,
Origins,Eye Cream,2279.39,4.8,24,Normal,18-25,Hyaluronic Acid,Squalane,Dark spots,
Origins,Night Cream,2685.26,5,30,Acne-prone,56+,Benzoyl Peroxide,Glycolic Acid,Acne,
Kiehl's,Toner,1655.49,5,14,Dry,36-45,Benzoyl Peroxide,Ceramides,Sensitivity,
Aveeno,Facial Oil,1114.86,3,15,Normal,36-45,Vitamin C,Titanium Dioxide,Dryness,
Skinceuticals,Eye Cream,4287.24,5,17,Combination,56+,Bakuchiol,Niacinamide,Hyperpigmentation,
Kiehl's,Facial Oil,3831,5,123,Sensitive,46-55,Vitamin C,Jojoba Oil,Pores,
Kiehl's,Facial Oil,1600.33,2.9,72,Combination,18-25,Kojic Acid,Azelaic Acid,Redness,
Paula's Choice,Exfoliant,1425.81,4.4,73,Oily,18-25,Squalane,Salicylic Acid,Dullness,
Paula's Choice,Facial Oil,1743.2,4.8,180,Normal,46-55,Azelaic Acid,Alpha Arbutin,Pores,
Fenty Beauty,Toner,795.29,1.6,49,Dry,56+,Bakuchiol,Lactic Acid,Acne,
La Roche-Posay,Exfoliant,1592.78,3.4,308,Normal,26-35,Glycolic Acid,Peptides,Hyperpigmentation,
